"","Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body"
"66","LZIZMMUV","journalArticle",2019,"Suarez-Arrones, L.; Lara-Lopez, P.; Maldonado, R.; Torreno, N.; De Hoyo, M.; Nakamura, F. Y.; Salvo, V. D.; Mendez-Villanueva, A.","The effects of detraining and retraining periods on fat-mass and fat-free mass in elite male soccer players","PeerJ",NA,"2167-8359","10.7717/peerj.7466",NA,"The aim of the study was to examine the effects of a detraining period (DTP) (i.e., offseason) with an individually prescribed training program, and a retraining period (RTP) (i.e., pre-season) combining soccer and flywheel-based strength training on fat-free mass (FFM) and fat-mass (FM) in 10 elite professional male soccer players. The present study used a controlled repeated-measures research design to investigate the changes in FFM and FM using dual-energy X-ray absorptiometry. Whole body %FM increased (effect size (ES) = 0.87 ± 0.46) and FFM reduced after DTP (ES = -0.30 ± 0.19), returning to values comparable to the end of the previous season after RTP. At regional levels, arms, legs, and trunk %FM increased (ES = from 0.42 to 1.29) while trunk-FFM was reduced (ES=-0.40±0.26) after DTP, returning to the values observed at the end of the previous season after RTP. Legs-FFM did not change after DTP, with a substantial increase after RTP in comparison with pre-season values (ES = 0.34 ± 0.29 and 0.53 ± 0.36 for the right and left leg, respectively). Despite the small sample size of the present study, the findings indicate that elite soccer players can be allowed 2 weeks of rest during a five-week DTP, since the changes in %FM and FFM were relatively small, and FM and FFM returned to the optimal initial values for competition after the proposed RTP during the pre-season.","2019","2020-05-20 00:17:51","2020-05-20 00:17:51",NA,"",NA,"8","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase",NA,NA,NA,"; ","http://dx.doi.org/10.7717/peerj.7466; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L629669372","adult; human; male; article; football; soccer player; controlled study; season; competition; resistance training; leg; effect size; trunk; dual energy X ray absorptiometry; fat free mass; sample size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","KFE485LN","journalArticle",2019,"Pullinger, Samuel A.; Bradley, Paul S.; Causer, Joe; Ford, Paul R.; Newlove, Antonia; Patel, Kieran; Reid, Kevin; Robertson, Colin M.; Burniston, Jatin G.; Doran, Dominic A.; Waterhouse, James M.; Edwards, Ben J.","Football-induced fatigue in hypoxia impairs repeated sprint ability and perceptual-cognitive skills","Science & Medicine in Football",NA,"24734446","",NA,"Purpose:Investigate football-induced fatigue during hypoxia on RS and perceptual-cognitive skills. Methods: Ten semi-professional footballers underwent a control session (0-m) to quantify RS in a non-fatigued state; and three hypoxia sessions (0-m;1500-m;3000-m) examining RS and perceptual-cognitive skills for a given physical workload. The mean number of correct responses (%) for anticipation and decision-making accuracy were obtained at the 30-min mark of each half. HR, TC, RPE and %O2sat were measured during warm-up, football-induced fatigue and RS test. Results: HR, RPE and %O2sat were different between conditions (ES=0.44-6.13). RS were affected by football-induced fatigue for DC (4.8%;ES=0.68) and AV (5.5%;ES=0.79). In hypoxia, a 6.5% was found for DC, 6.3% for AV and 3.1% for PV at 1500-m compared to 0-m (P<0.05). Further significant changes of 12.8% DC, 12.8% AV and 6.2% PV (P<0.0005) were found at 3000-m compared to 0-m. More pronounced declines in perceptual-cognitive skills were found as altitude increased (5.0-12.5%;ES=1.17-2.41) and between halves (5.3-6.7%). Conclusion: The data demonstrates the RS test was sensitive to fatigue/hypoxia for a given physical load. Simulated matches in hypoxia revealed larger decreases, in RS and perceptual-cognitive skills, highlighting the need for optimal acclimatisation strategies, including physical and technical preparation, prior to playing at altitude. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:23:10","2020-05-20 00:23:10",NA,"221-230",NA,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=137542282&site=ehost-live&scope=site","soccer; decision making; Altitude; anticipation; repeated accelerations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","VQHHX3BH","journalArticle",2019,"McIntosh, S.; Kovalchik, S.; Robertson, S.","Comparing subjective and objective evaluations of player performance in Australian Rules football","PLoS ONE",NA,"1932-6203","10.1371/journal.pone.0220901",NA,"Player evaluation plays a fundamental role in the decision-making processes of professional sporting organisations. In the Australian Football League, both subjective and objective evaluations of player match performance are commonplace. This study aimed to identify the extent to which performance indicators can explain subjective ratings of player performance. A secondary aim was to compare subjective and objective ratings of player performance. Inside Football Player Ratings (IFPR) and Australian Football League Player Ratings were collected as subjective and objective evaluations of player performance, respectively, for each player during all 1026 matches throughout the 2013-2017 Australian Football League seasons. Nine common player performance indicators, player role classification, player age and match outcomes were also collected. Standardised linear mixed model and recursive partitioning and regression tree models were undertaken across the whole dataset, as well as separately for each of the seven player roles. The mixed model analysis produced a model associating the performance indicators with IFPR at a root mean square error of 0.98. Random effects accounting for differences between seasons and players ranged by 0.09 and 1.73 IFPR each across the five seasons and 1052 players, respectively. The recursive partitioning and regression tree model explained IFPR exactly in 35.8% of instances, and to within 1.0 IFPR point in 81.0% of instances. When analysed separately by player role, exact explanation varied from 25.2% to 41.7%, and within 1.0 IFPR point from 70.3% to 88.6%. Overall, kicks and handballs were most associated with the IFPR. This study highlights that a select few features account for a majority of the variance when explaining subjective ratings of player performance, and that these vary by player role. Australian Football League organisations should utilise both subjective and objective assessments of performance to gain a better understanding of the differences associated with subjective performance assessment.","2019","2020-05-20 00:11:36","2020-05-20 00:11:36",NA,"",NA,"8","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1371/journal.pone.0220901; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2002596375","football player; human; article; season; organization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2IWDXSVT","journalArticle",2019,"Sánchez, Mario; Hernández, Daniel; Carretero, Manuel; Sánchez-Sánchez, Javier","Level of Opposition on Physical Performance and Technical-Tactical Behaviour of Young Football Players. / Nivell d'oposició sobre rendiment físic i comportament tecnicotàctic de futbolistes joves","Apunts: Educació Física i Esports",NA,"02148757","",NA,"The purpose of this study was to analyse the physical demands and technical-tactical performance of football players who play matches against opponents with a different level of opposition. The study included 20 players in the U14 (n = 10; age: 13.6 ± 0.5 years old; height: 163.7 ± 5.9 cm; weight: 51.5 ± 6.0 kg) and U16 (n=10; age: 15.8 ± 0.4 years old; height: 171.8 ± 7.6 cm; weight: 61.2 ± 9.5 kg) categories competing in a regional division. The physical demands and technical-tactical behaviour of the players were recorded when they played against opponents with a higher (HIG) and lower (LOW) level of opposition. In the U14 category, total distance (TD), relative distance (RD) and high-intensity distance (HID) were greater (p < .05) against LOW opponents. In addition, the distance travelled in low-speed ranges (%DV1 and %DV2) increased when the U14 played against HIG. The technical-tactical analysis indicated that the teams performed more (p < .05) shots (TS), goals (GS), pressure after loss (PAL) and counterattacks (CON) when they played against LOW. The physical demands (TD, RD and HID) in U14 football players and the technical-tactical behaviour of the players (TS, GS, PAL and CON) increased when playing against opponents considered at a lower level. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:29:52","2020-05-20 00:29:52",NA,"71-84",NA,"137","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=141946074&site=ehost-live&scope=site","performance analysis; youth football; physical load; anàlisi del rendiment; càrrega física; comportament tecnicotàctic; futbol-base; technical-tactical behaviour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","BNFC3S47","journalArticle",2019,"Kerr, Z. Y.; Campbell, K. R.; Fraser, M. A.; Currie, D. W.; Pierpoint, L. A.; Kaminski, T. W.; Mihalik, J. P.","Head Impact Locations in U.S. High School Boys' and Girls' Soccer Concussions, 2012/13-2015/16","Journal of Neurotrauma",NA,"1557-9042 0897-7151","10.1089/neu.2017.5319",NA,"This study describes concussions and concussion-related outcomes sustained by high school soccer players by head impact location, sex, and injury mechanism. Data were obtained for the 2012/13-2015/16 school years from the National High School Sports-Related Injury Surveillance System, High School RIO™. This Internet-based sports injury surveillance system captures data reported by athletic trainers from an annual average of 162 U.S. high schools. Data were analyzed to describe circumstances of soccer concussion (e.g., symptomology, symptom resolution, and return-to-play time) by impact location (i.e., front- [face included], back-, side-, and top-of-the-head) and sex. Most concussions were from front-of-the-head impacts (boys, 30.5%; girls, 34.0%). Overall, 4.1 ± 2.2 and 4.6 ± 2.3 symptoms were reported in boys and girls, respectively. In boys, symptom frequency was not associated with head impact location (p = 0.66); an association was found in girls (p = 0.02), with the highest symptom frequency reported in top-of-the-head impacts (5.4 ± 2.2). Head impact location was not associated with symptom resolution time (boys, p = 0.21; girls, p = 0.19) or return-to-play time (boys, p = 0.18; girls, p = 0.07). Heading was associated with 28.0% and 26.5% of concussions in boys and girls, respectively. Most player-player contact concussions during heading occurred from side-of-the-head impacts (boys, 49.4%; girls, 43.2%); most heading-related ball contact concussions occurred from front-of-the-head (boys, 41.4%; girls, 42.6%) and top-of-the-head (boys, 34.5%; girls, 36.9%) impacts. Head impact location was generally independent of symptom resolution time, return-to-play time, and recurrence among high school soccer concussions. However, impact location may be associated with reported symptom frequency. Further, many of these clinical concussion descriptors were associated with sex.","2019","2020-05-20 00:24:17","2020-05-20 00:24:17",NA,"2073-2082",NA,"13","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1089/neu.2017.5319; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L628358499","female; human; male; article; soccer; brain concussion; controlled study; incidence; return to sport; high school; sex difference; child; school child; United States; recurrence risk; contact sport; clinical feature; clinical outcome; injury severity; sports science; athletic trainer; disease surveillance; head movement; body regions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","KDCTJ8SW","journalArticle",2019,"Lubberts, B.; D'Hooghe, P.; Bengtsson, H.; DiGiovanni, C. W.; Calder, J.; Ekstrand, J.","Epidemiology and return to play following isolated syndesmotic injuries of the ankle: a prospective cohort study of 3677 male professional footballers in the UEFA Elite Club Injury Study","British journal of sports medicine",NA,"1473-0480","10.1136/bjsports-2017-097710",NA,"AIM: To determine the epidemiology of isolated syndesmotic injuries in professional football players. METHODS: Data from 15 consecutive seasons of European professional football between 2001 and 2016 contributed to the dataset of this study. Match play and training data from a total of 3677 players from 61 teams across 17 countries have been included. Team medical staff recorded player exposure and time loss injuries. Injury incidence was defined as the number of injuries per 1000 player-hours. Injury burden was defined as number of days absence per 1000 player-hours. Seasonal trends for isolated syndesmotic injury incidence, isolated syndesmotic injury proportion of ankle ligament injuries and isolated syndesmotic injury burden were analysed via linear regression. RESULTS: The isolated syndesmotic injury incidence was 0.05 injuries per 1000 hours of exposure (95% CI 0.04 to 0.06) or one injury per team every three seasons. The injury incidence during match play was 13 times higher compared with during training, 0.21 (95% CI 0.16 to 0.26) and 0.02 (95% CI 0.01 to 0.02), respectively. Out of the 1320 ankle ligament injuries registered during the 15 seasons, 94 (7%) were diagnosed as isolated syndesmotic injuries. An annual increase in injury incidence was observed (R2=0.495, b=0.003, 95% CI 0.001 to 0.004, P=0.003). However, no significant annual change of injury burden was observed (R2=0.033, b=0.032, 95% CI -0.073 to 0.138, P=0.520). Seventy-four per cent of the injuries were contact related, and the mean (±SD) absence following an isolated syndesmotic injury was 39 (±28) days. CONCLUSIONS: The incidence of isolated syndesmotic injuries in elite professional European football annually increased between 2001 and 2016.","2019","2020-05-20 00:19:57","2020-05-20 00:19:57",NA,"959-964",NA,"15","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1136/bjsports-2017-097710; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L628776904","human; male; soccer; injury; exercise; incidence; prospective study; season; return to sport; physiology; competitive behavior; Europe; ankle injury; adverse event; joint ligament",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","ITICDXIF","journalArticle",2019,"López-García, R.; Cruz-Castruita, R. M.; Morales-Corral, P. G.; Banda-Sauceda, N. C.; Lagunés-Carrasco, J. O.","EVALUATION OF BONE MINERAL DENSITY WITH DEXA IN YOUTH SOCCER PLAYERS. / EVALUACIÓN DE LA DENSIDAD MINERAL ÓSEA CON DEXA EN FUTBOLISTAS JUVENILES","Revista Internacional de Medicina y Ciencias de la Actividad Física y del Deporte",NA,"15770354","",NA,"The objective of this study was to assess bone mineral density (BMD) and bone mineral content (BMC) of body segments for a six months training period. 41 professional youth players were evaluated in two moments, one at the beginning (TI) and another at the end (TF) of the intervention with the dual energy x-ray absorptiometry equipment (DEXA). Significant increases in BMD were achieved in the body segments of the hip, lumbar spine, ward triangle, trunk and total body (p <0.05). There was also a significant increase in BMC in the hip, lumbar spine, leg, trunk and ribs (p <0.05). Soccer training strengthened the BMC and BMD of the lower limb bone and the rib cage, which could be a useful activity to improve bone mineralization and strengthening, to prevent injuries and fractures. ABSTRACT FROM AUTHOR El objetivo de este estudio fue evaluar la densidad mineral ósea (DMO) y el contenido mineral óseo (CMO) de los segmentos corporales durante un periodo de entrenamiento de seis meses. Se evaluaron a 41 futbolistas juveniles profesionales en dos momentos, una al comienzo (TI) y otra al final (TF) de la intervención con el equipo de absorciometría dual de rayos X (DEXA). Se lograron aumentos significativos en la DMO en los segmentos corporales de la cadera, columna lumbar, triangulo de ward, tronco y del cuerpo total (p<0.05). También se obtuvo un incremento significativo del CMO en la cadera, columna lumbar, pierna, tronco y costillas (p<0.05). El entrenamiento de futbol fortaleció el CMO y la DMO del hueso de la extremidad inferior y de la caja torácica, con lo cual el fútbol podría ser una actividad útil para la mejorar la mineralización y fortalecimiento del hueso, para prevenir lesiones y fracturas. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:20:41","2020-05-20 00:20:41",NA,"617-626",NA,"76","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=140949948&site=ehost-live&scope=site","soccer; *SOCCER players; Fútbol; DUAL-energy X-ray absorptiometry; *BONE density; bone; densidad; density; DEXA; hueso; mineral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","9R4TACZH","journalArticle",2019,"Sandu, Enoiu RĂZvan; ȘTefan, TeriȘ","EXPERIMENTAL STUDY ON COMPONENTS OF PROPRIOCEPTION IN FOOTBALL FOR CHILDREN AGE 10 TO 12","Ovidius University Annals, Series Physical Education & Sport/Science, Movement & Health",NA,"2285777X","",NA,"Objectives. The research aims to present the proprioception in the football game at the age of 10 - 12 years, structured on its main components: balance, neuromuscular coordination and speed. Methods. The pedagogical experiment was conducted on a team of children in the city of Braşov, with a correlation between the level of their technical executions and the balance, coordination and speed indicators of the players. In the initial and final testing, specific research equipment was used and the subjects were being tested on the ""bosu ball"" for the neuromuscular coordination component, on the balance equilibrium platform for balance indices. Two test specimens specific to the football game were used for the moral quality indexes. Results. The processing of the results from the final test revealed a direct correlation between the „bosu ball"" indices, equilibrium indices (equilibrium platform) and the level recorded in the two specific speedshifting tests. The results are presented in the tables being processed statistically and mathematically. Conclusions. The conclusions of the scientific research confirmed the hypotheses of research, highlighting regarding proprioception, direct correlations between the subjects balance, their neuromuscular coordination and the motric quality indexes. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:21:25","2020-05-20 00:21:25",NA,"222-227",NA,"","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=139131881&site=ehost-live&scope=site","proprioception; speed; *FOOTBALL games; *PROPRIOCEPTION; *FOOTBALL for children; *NEUROMUSCULAR system; *PROPRIOCEPTORS; equilibrium; neuromuscular coordination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","DU5CZFIV","journalArticle",2019,"Nunes Batista, Bruna; Ferreira Tramontin, Artur; Klitzke Borszcz, Fernando; José Carminatti, Lorival","DEMANDA FÍSICA DE JOGOS OFICIAIS DE FUTEBOL 7. / Game demand in the football seven'","Revista Brasileira de Prescrição e Fisiologia do Exercício",NA,"19819900","",NA,"The number of practitioners of football seven's has been growing in Brazil in the last years, however, are few the studies that have analyzed its matches demands. Thus, it is necessary to know the indexes that characterize official matches of F7 for the prescription of the exercise and monitoring of the training load. Therefore, the objective of the study was to analyze the physical demand of game in official matches of F7. Sixty-five male players of six federated teams of Santa Catarina agreed to participate in the study. Eight matches were analyzed in an official championship using a global positioning system (GPS) and heart rate (HR) monitor, in order to record the total distance traveled, speed and HR. The results showed a greater total distance traveled (TDTRELATIVE, 101.4 ± 11.8 vs. 96.6 ± 14.5 m.min-1), as well as lower mean HR (171 ± 10 vs. 175 ± 9 bpm) in the first half compared to the second half. From the total playing time, the athletes remained on average 48 ± 7.2% jogging, 16.5 ± 4.4% in high intensity running and 3.8 ± 1.8% in sprint. In relation to the physiological demand of the matches, it was verified that the players maintained on average 90.2 ± 2.0% HRMAX and supported 71.0 ± 23.0% of the total game time in intensity above 85% of HRMAX. We conclude that F7 players are submitted to high physical demands in official matches. Based on these findings, coaches and physical trainers can improve the prescription and monitoring of training loads, aiming at greater sports performance. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:13:25","2020-05-20 00:13:25",NA,"376-382",NA,"83","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=138646083&site=ehost-live&scope=site","Covered distance; Demanda de jogo; Distância Percorrida; Football seven; Futebol 7; Game demand; Physical education; Physiological variables; Training; Treinamento; Variáveis Fisiológicas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","RCWU5IIT","journalArticle",2019,"Wayment, Heidi A.; Huffman, Ann H.; Lininger, Monica; Doyle, Patrick C.","Football Team Social Structure and Perceived Support for Reporting Concussion Symptoms: Insights from a Social Network Analysis","International Journal of Athletic Therapy & Training",NA,"21577277","",NA,"Social network analysis (SNA) is a uniquely situated methodology to examine the social connections between players on a team, and how team structure may be related to self-reported team cohesion and perceived support for reporting concussion symptoms. Team belonging was positively associated with number of friend.ship ties (degree, r = .23, p < .05), intermediate ties between teammates (betweenness; r = .21, p < .05), and support from both teammates (r =.21, p < .05) and important others (r = .21, p < .05) for reporting concussion symptoms. Additionally, an SNA-derived measure of social influence, eigenvector centrality, was associated with football identity (r = .34, p <.01), and less support from important others (r = -.24, p < .05) regarding symptom reporting. Discussion focuses on why consideration of social influence dynamics may help improve concussion-related education efforts. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:23:07","2020-05-20 00:23:07",NA,"256-262",NA,"6","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=139763208&site=ehost-live&scope=site","*BRAIN concussion; DATA analysis software; DESCRIPTIVE statistics; *FOOTBALL; CORRELATION (Statistics); SURVEYS; *SELF-evaluation; concussion education; PEER relations; PROFESSIONAL identity; SOCIAL networks; social norms; SOCIAL support; social ties; team belonging; team structure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","T3XT8DKP","journalArticle",2019,"Finekaso, Gaylene Osborne; Treharne, Gareth J.","Stress and coping in Fijian rakavi (rugby) sevens players","Sport in Society",NA,"17430437","",NA,"Little is known about stress and coping among professional rugby players from the Pacific. Guided by phenomenological research orientation, this study aimed to identify sources of stress and coping strategies using semi-structured interviews with a sample of 12 male Fijian professional rugby players. Findings of the template analysis indicate that organizational stressors and environmental issues were dominant but differed in nature between the training camp and competition settings. Players experienced more uncontrollable situations than controllable ones in both settings and thus made greater use of emotion-focused coping strategies as a means to reduce stress. Disengagement and 'working off the energy' were the most frequently cited coping strategies. 'Silently the Fijian way' was identified by the players as a culturally specific form of coping. The findings of this study provide a foundation for future research into stress and coping in the context of professional rugby in Fiji and other Pacific Islands. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:47:35","2020-05-20 00:47:35",NA,"2179-2202",NA,"12","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=139194833&site=ehost-live&scope=site","*RUGBY football players; *PSYCHOLOGICAL stress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","IVIE2E54","journalArticle",2019,"Clemente, F. M.; Rabbani, A.; Araújo, J. P.","Ratings of perceived recovery and exertion in elite youth soccer players: Interchangeability of 10-point and 100-point scales","Physiology and Behavior",NA,"1873-507X 0031-9384","10.1016/j.physbeh.2019.112641",NA,"The purpose of this study was to examine the interchangeability of a new perceived recovery status scale (PRS) of 100 points through a comparison to the original 10-point version. This study also aimed to test the interchangeability of CR100 scale (Borg's rate of perceived exertion scale) in comparison to the CR10. Twenty-five male elite youth soccer players (age: 18.0 ± 0.5 years old; body mass: 70.1 ± 6.7 kg; height: 177.8 ± 6.5 cm; experience: 11.7 ± 1.2 years) from the same team competing in the first national under-19 competition participated in this study. During two consecutive weeks, the players completed PRS (both 10- and 100-points) and CR10 and CR100 scales. Nearly perfect relationships were observed between 0-to-10 and 0-to-100 scales, both for recovery status (r = 0.96, confidence interval [0.95;0.97]) and ratings of perceived exertion (RPE) (r = 0.97 [0.97;0.98]). Moreover, almost 95% of individuals showed nearly-perfect-to-perfect associations between 0-to-10 and 0-to100 in terms of RPE and recovery scales. Both a PRS of 100 points and CR100 can be used interchangeably with a PRS of 10 points and CR10, respectively.","2019","2020-05-20 00:39:36","2020-05-20 00:39:36",NA,"",NA,"","210",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1016/j.physbeh.2019.112641; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2002488106","adult; human; human experiment; male; article; football; soccer player; case report; clinical article; exercise; competition; adolescent; young adult; juvenile; height; remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
