"","Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body","sampled"
"23","K3J6BLHE","journalArticle",2019,"Koçak, Umut Ziya; Ünver, Bayram","Investigation of the Relationship Between Functional Movement Screen and Y Balance Test in Female Soccer Players as Injury Risk Predictors. / Kadın Futbolcularda Yaralanma Riski Belirleyicileri Olarak Fonksiyonel Hareket Analizi ve Y Denge Testi Arasındaki İlişkinin İncelenmesi","Spor Hekimligi Dergisi/Turkish Journal of Sports Medicine",NA,"13000551","",NA,"Objective: Functional Movement Screen (FMS) and Y Balance Test (YBT) have been used in recent years as injury risk predictors for many sports. While FMS provides information about core stability, movement patterns and dynamic balance, YBT is used only for evaluating dynamic balance. The purpose of this study was to investigate the relationships between the results obtained from FMS and YBT evaluations in female soccer players. Material and Methods: Twenty-four female soccer players aged between 17-30 years were evaluated by an experienced physiotherapist in terms of FMS and YBT. Each movement was scored between 0 (not able to perform) and 3 (performed correctly) in FMS, which includes seven different movement tests. The YBT scores was obtained by using the standardized formula of the values obtained after measurements which were performed in three different directions with the help of an equipment. Results: The mean age was 21.1±4.0 years, mean FMS result was 16.6±1.6, mean right-side YBT results was 96.4±4.9%, mean left-side YBT was 96.3±4.1%. Using Spearman's correlation analysis, significant and moderate correlations were found between FMS results and right YBT results (rho:0.495; p:0.014), and FMS results and left YBT results (rho:0.512; p:0.011). Conclusions: According to our results, FMS and YBT scores, which are used as determinants of injury risk, are moderately related to each other in female soccer players. Thus, we believe, using FMS which includes more comprehensive evaluations might provide more detailed results about injury prediction for professionals who work in sports field. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:28:13","2020-05-20 00:28:13",NA,"1-8",NA,"1","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=135396124&site=ehost-live&scope=site","athletic injuries; Female soccer player; injury risk analysis; Kadın futbolcu; postural balance; postüral denge; spor yaralanması; yaralanma risk analizi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"24","S8RGFPUN","journalArticle",2019,"Lundgårdh, F.; Svensson, K.; Alricsson, M.","Epidemiology of hip and groin injuries in Swedish male first football league","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",NA,"1433-7347","10.1007/s00167-019-05470-x",NA,"PURPOSE: This study aimed to investigate the incidence, pattern, and burden of hip/groin injuries in Swedish professional male football players over five consecutive seasons. METHODS: Injury history from 16 football teams in the Swedish male first football league was evaluated during five consecutive seasons. The team's medical staff recorded team exposure and time-loss injuries prospectively between 2012 and 2016. RESULTS: In total, 467 time-loss injuries located in the hip/groin area were recorded among 1,687 professional male football players, with an overall incidence and burden of 0.82/1,000 h and 15.6/1,000 h, respectively. There appeared to be an increased risk of hip/groin injuries during the last two seasons (2015-2016); however, the difference was not statistically significant (n.s). Recurrent injury rate was relatively low (14%), and overuse injuries accounted for the majority of injuries and absence days. Muscle injuries were the main injury type, while kicking and sprinting/running were the primary causes of injury. Goalkeepers had the lowest percentage of injuries and absence days. CONCLUSION: Hip/groin injuries are a substantial problem in football, but does not seem to be an increasing phenomenon in the Swedish male first football league. Index and overuse injuries accounted for the majority of injuries and absence days. Thus, the focus should be on preventing hip/groin injuries to lower the injury rate. These new findings should be taken into consideration when designing and implementing preventive training interventions.II.","2019","2020-05-20 00:20:13","2020-05-20 00:20:13",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Medline",NA,NA,NA,"; ","http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L626970624; http://dx.doi.org/10.1007/s00167-019-05470-x","adult; football player; human; male; article; soccer; hip; clinical article; controlled study; incidence; season; running; medical staff; inguinal region; risk factor; muscle injury; cumulative trauma disorder; prevention; Swedish citizen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"25","HVSDICVQ","journalArticle",2019,"Gonçalves, B.; Coutinho, D.; Exel, J.; Travassos, B.; Lago, C.; Sampaio, J.","Extracting spatial-temporal features that describe a team match demands when considering the effects of the quality of opposition in elite football","PLoS ONE",NA,"1932-6203","10.1371/journal.pone.0221368",NA,"Spatiotemporal patterns of play can be extracted from competitive environments to design representative training tasks and underlying processes that sustain performance outcomes. To support this statement, the aims of this study were: (i) describe the collective behavioural patterns that relies upon the use of player positioning in interaction with teammates, opponents and ball positioning; (ii) and define the underlying structure among the variables through application of a factorial analysis. The sample comprised a total of 1,413 ball possession sequences, obtained from twelve elite football matches from one team (the team ended the season in the top-5 position). The dynamic position of the players (from both competing teams), as well as the ball, were captured and transformed to two-dimensional coordinates. Data included the ball possession sequences from six matches played against top opponents (TOP, the three teams classified in the first 3 places at the end of the season) and six matches against bottom opponents (BOTTOM, the three teams classified in the last 3 at the end of the season). The variables calculated for each ball possession were the following: ball position; team space in possession; game space (comprising the outfield players of both teams); position and space at the end of ball possession. Statistical comparisons were carried with magnitude-based decisions and null-hypothesis analysis and factor analysis to define the underlying structure among variables according to the considered contexts. Results showed that playing against TOP opponents, there was ~38 meters game length per ~43 meters game width with 12% of coefficient of variation (%). Ball possessions lasted for ~28 seconds and tended to end at ~83m of pitch length. Against BOTTOM opponents, a decrease in the game length with an increase in game width and in the deepest location was observed in comparison with playing against TOP opponents. The duration of ball possession increased considerable (~37 seconds), and the ball speed entropy was higher, suggesting lower levels of regularity in comparison with TOP opponents. The BOTTOM teams revealed a small EPS. The Principal Component Analysis showed a strong association of the ball speed, entropy of the ball speed and the coefficient of variation (%) of the ball speed. The EPS of the team in possession was well correlated with the game space, especially the game width facing TOP opponents. Against BOTTOM opponents, there was a strong association of ball possession duration, game width, distance covered by the ball, and length/width ratio of the ball movement. The overall approach carried out in this study may serve as the starting point to elaborate normative models of positioning behaviours measures to support the coaches’ operating decisions.","2019","2020-05-20 00:21:59","2020-05-20 00:21:59",NA,"",NA,"8","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1371/journal.pone.0221368; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2002677579","human; article; football; season; velocity; pitch; principal component analysis; factor analysis; entropy; null hypothesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"26","PPNQ9W8H","journalArticle",2019,"Vora, D.; Baker, M.; Pandarinath, R.","Impact of Clavicle Fractures on Return to Play and Performance Ratings in NFL Athletes","Clinical journal of sport medicine : official journal of the Canadian Academy of Sport Medicine",NA,"1536-3724","10.1097/JSM.0000000000000548",NA,"OBJECTIVE: Clavicle fractures in the National Football League (NFL) have gained significant attention because of their impact on high profile athletes; however, little has been published on the overall impact of these injuries. This study sought to determine the time to return to play and quantitative impact on athletic performance after clavicle fractures in NFL athletes. DESIGN: Retrospective Cohort Study; Level of evidence, 3. SETTING: Retrospective cohort study of NFL athletes based on published injury reports and player statistics. PARTICIPANTS: This study consisted of 17 NFL athletes who sustained a clavicle fracture from 1998 to 2015 and returned to the field after the injury during the study period. Three athletes were excluded from performance analysis because of not playing for the entire season after injury. Control groups consisted of position-matched NFL athletes who competed in the 2013 NFL season without an identified clavicle injury. MAIN OUTCOME MEASURES: Median time to return to play after a clavicle fracture and the impact on player performance rating. RESULTS: Athletes returned to the competition after a median of 3.47 months after injury and missed a median of 8 games. There was no statistically significant impact on athletic performance after returning to play. CONCLUSION: Although clavicle fractures did have a significant impact on athletes because of lost playing time, there was no statistically significant difference in player performance after the injury when compared with a control group.","2019","2020-05-20 00:25:37","2020-05-20 00:25:37",NA,"459-464",NA,"6","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1097/JSM.0000000000000548; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L629766639","human; male; football; injury; return to sport; retrospective study; athletic performance; fracture; United States; time factor; clavicle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"27","STVRHUEU","journalArticle",2019,"Anderson, L.; Close, G. L.; Konopinski, M.; Rydings, D.; Milsom, J.; Hambly, C.; Speakman, J. R.; Drust, B.; Morton, J. P.","Case study: Muscle atrophy, hypertrophy, and energy expenditure of a premier league soccer player during rehabilitation from anterior cruciate ligament injury","International Journal of Sport Nutrition and Exercise Metabolism",NA,"1543-2742 1526-484X","10.1123/ijsnem.2018-0391",NA,"Maintaining muscle mass and function during rehabilitation from anterior cruciate ligament injury is complicated by the challenge of accurately prescribing daily energy intakes aligned to energy expenditure. Accordingly, we present a 38-week case study characterizing whole body and regional rates of muscle atrophy and hypertrophy (as inferred by assessments of fat-free mass from dual-energy X-ray absorptiometry) in a professional male soccer player from the English Premier League. In addition, inWeek 6, we also quantified energy intake (via the remote food photographic method) and energy expenditure using the doubly labeled water method.Mean daily energy intake (CHO: 1.9-3.2, protein: 1.7-3.3, and fat: 1.4-2.7 g/kg) and energy expenditure were 2,765 ± 474 and 3,178 kcal/day, respectively. In accordance with an apparent energy deficit, total body mass decreased by 1.9 kg duringWeeks 1-6 where fat-free mass loss in the injured and noninjured limb was 0.9 and 0.6 kg, respectively, yet, trunk fat-free mass increased by 0.7 kg. In Weeks 7-28, the athlete was advised to increase daily CHO intake (4-6 g/kg) to facilitate an increased daily energy intake. Throughout this period, total bodymass increased by 3.6 kg (attributable to a 2.9 and 0.7 kg increase in fat free and fat mass, respectively). Our data suggest it may be advantageous to avoid excessive reductions in energy intake during the initial 6-8 weeks post anterior cruciate ligament surgery so as to limit muscle atrophy.","2019","2020-05-20 00:10:10","2020-05-20 00:10:10",NA,"559-566",NA,"5","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1123/ijsnem.2018-0391; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2004195356","adult; human; male; article; soccer player; case report; clinical article; body mass; food intake; resistance training; anterior cruciate ligament injury; knee meniscus rupture; professional athlete; anthropometry; muscle injury; caloric intake; energy expenditure; dual energy X ray absorptiometry; fat free mass; doubly labeled water technique; ligament surgery; muscle atrophy; muscle hypertrophy; rehabilitation care",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"28","GCRY8TBU","journalArticle",2019,"Hölzen, Martin; Meier, Henk Erik","Do Football Consumers Care About Sport Governance? An Analysis of Social Media Responses to the Recent FIFA Scandal","Journal of Global Sport Management",NA,"24704067","",NA,"Given the fact that the governing body of world football, FIFA, has managed to survive major failures in sports governance, this paper addresses the role of football consumers as potential principals. By characterizing FIFA as a 'political machine' and using 'digital trace data' from Twitter to analyze responses to the most recent FIFA corruption scandal, this paper introduces a new methodological approach to the realm of research on sports governance. Key events of FIFA's corruption scandal trigger significant activities, but the attention is ephemeral as it decreases over time. In addition, there is little evidence that the corruption scandal has a detrimental effect on FIFA's legitimacy among users. Ultimately, online activism striving to change FIFA's governance seems to have only rudimentarily developed and is sparsely popular among individual football fans. The paper casts further doubts on the ability of football consumers to act as effective principals in football governance. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:14:49","2020-05-20 00:14:49",NA,"97-120",NA,"1","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=134940420&site=ehost-live&scope=site","*FOOTBALL; FEDERATION internationale de football association; CORRUPTION; digital trace data; FIFA corruption scandal; political machine; POLITICAL machines; Sport governance; twitter; TWITTER (Web resource); 体育管理; 国际足联腐败丑闻; 推特; 政治机器; 数字追踪数据",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"29","2A88SUW5","journalArticle",2019,"Fitzpatrick, J. F.; Hicks, K. M.; Russell, M.; Hayes, P. R.","The Reliability of Potential Fatigue-Monitoring Measures in Elite Youth Soccer Players","Journal of strength and conditioning research",NA,"1533-4287","10.1519/JSC.0000000000003317",NA,"Fitzpatrick, JF, Hicks, KM, Russell, M, and Hayes, PR. The reliability of potential fatigue-monitoring measures in elite youth soccer players. J Strength Cond Res XX(X): 000-000, 2019-Monitoring fatigue is of vital importance to practitioners; however, logistics and concerns about reliability may impede the use of certain measures. This study aimed to quantify the reliability of potential measures of fatigue; a subjective wellness questionnaire, jump performance tests, and tri-axial accelerometer variables derived during submaximal shuttle running in elite youth soccer players. A secondary aim was to establish the minimum test duration that could be used for the submaximal shuttle run while maintaining good reliability. Seventeen male youth team players (age: 17.4 ± 0.5 years) were assessed on 2 occasions, spaced 7 days apart. Typical error, coefficient of variation (CV%), interclass correlation (ICC), and minimum detectable change were calculated for a subjective wellness questionnaire, countermovement jump (CMJ), squat jump (SJ) and drop jump contact time (DJ-CT), drop jump height (DJ-JH), and reactive strength (DJ-RSI). A novel submaximal shuttle running test was also used to assess tri-axial accelerometer data reliability. Results suggest that CMJ, SJ, DJ-CT, and DJ-RSI have good test-retest reliability (CV% = 4.5-7.7; ICC = 0.80-0.88); however DJ-JH did not show acceptable reliability (CV% = 6.0; ICC = 0.76). Good reliability was found for all tri-axial accelerometer variables during a 3-minute (2-minute analysis) submaximal shuttle run (CV% = 2.4-8.0; ICC = 0.81-0.95), except for % PlayerLoad anterior-posterior (%PLAP) (CV% = 7.2; ICC = 0.63). The subjective wellness questionnaire demonstrated poor reliability for all items (CV% = 11.2-30.0; ICC = 0.00-0.78). The findings from this study provide practitioners with valuable information about the reliability of a range of potential fatigue-monitoring measures. This can be used to help make accurate decisions about the magnitude of change in these assessments when used in practice.","2019","2020-05-20 00:41:22","2020-05-20 00:41:22",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1519/JSC.0000000000003317; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L629262852","human; male; article; soccer player; controlled study; accelerometer; performance; adolescent; running; questionnaire; juvenile; fatigue; physician; minimum detectable change; contact time; quantitative analysis; test retest reliability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"30","4SM4NGR3","journalArticle",2019,"Manuel Clemente, F.; Theodoros Nikolaidis, P.; Rosemann, T.; Knechtle, B.","Variations of internal and external load variables between intermittent small-sided soccer game training regimens","International Journal of Environmental Research and Public Health",NA,"1660-4601 1661-7827","10.3390/ijerph16162923",NA,"The purpose of this study was twofold: (i) analyze the variations of internal and external load between intermittent regimens (6 × 3’ and 3 × 6’) during a small-sided game (SSG); and (ii) analyze the variations of internal and external load within-intermittent regimens (between sets). Ten male amateur soccer players (age: 21.7 ± 2.1 years) participated in this study. Almost certain large decreases in total distance (−8.6%, −12.3; −4.8, Effect Size (ES): −1.51, −2.20; −0.82) and running distance (−34.0%, 47.0; −17.8, ES: −2.23, −3.40; −1.05) were observed when comparing the 3 × 6’ and 6 × 3’. Very likely moderate and large decreases in total accelerations (−24.0%, −35.1; −10.9; ES: −1.11, −1.75; −0.47) and total of decelerations (−26.7%, −38.8; −12.1; ES:−1.49, −2.36; −0.62), respectively, were found when comparing the 3 × 6’ and 6 × 3’. Very likely increases in rated of perceived exertion in the set 3 in comparison to the 1st during the 3 × 6’ SSG (34.5%, 12.4; 61.0, ES: 1.35, 0.53; 2.16) and the 6 × 3’ (29.9%, 11.6; 51.2; ES: 1.17, 0.49; 1.85). Longer sets increase the perception of effort and contribute to a large decrease in total and running distances, and total of accelerations and decelerations. Meaningful decreases in time-motion demands occur between sets 2 and 3 while perceived effort increases.","2019","2020-05-20 00:57:23","2020-05-20 00:57:23",NA,"",NA,"16","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase Medline",NA,NA,NA,"; ","http://dx.doi.org/10.3390/ijerph16162923; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2002471117","adult; human; human experiment; male; article; football; soccer player; exercise; young adult; deceleration; running; motion; perception; effect size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"31","54VKGH85","journalArticle",2019,"Wang, C.","The effect of electrolyte in the body on the athlete's body in football match","Basic and Clinical Pharmacology and Toxicology",NA,"1742-7843","10.1111/bcpt.13266",NA,"Objectives: Electrolytes play a very important role in the maintenance of normal life activities. The movement body supplements the relative balance of electrolyte sodium and potassium ions, maintains the complete function and structure of the whole cell, summarizes the relationship between the electrolyte and the motor ability, and provides the theoretical basis for the athlete to replenish the electrolyte. Methods: In a fierce football game, the distance the athlete runs is about 9000 meters-15000 meters, the overall energy consumption is about 2000 calories, the weight loss is about 3∼4 kg or so. Causes the electrolyte in the body to be lost in large quantities with sweat. Causing the imbalance of electrolyte balance, muscle excitability and muscle spasm in vivo, dehydration, especially the cardiovascular system, the physiological function of the nervous system and the body's material metabolism of the corresponding obstacles, if the amount of body fluids is lost too much, there will be shock symptoms. Serious can often lead to death. The balance of water and electrolytes is regulated by the nervous system and certain hormones, which are mainly achieved through the effects of nerves, especially some hormones, on the treatment of water and electrolytes in the kidneys. Results: The change of body function in football matches will directly affect the technical and tactical performance of athletes in the match. Conclusions: To keep the electrolyte constant in the body, the human body should replenish the electrolyte properly in the game. Maintain body blood solvent balance, help nerve transport, regulate muscle contraction, and maintain acid-base balance.","2019","2020-05-20 00:16:20","2020-05-20 00:16:20",NA,"51-52",NA,"","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase",NA,NA,NA,"; ","http://dx.doi.org/10.1111/bcpt.13266; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L628906542","conference abstract; human; football; controlled study; athlete; energy consumption; electrolyte; sweat; body weight loss; dehydration; water; death; nervous system; calorie; acid base balance; cardiovascular system; electrolyte balance; excitability; hormone; in vivo study; kidney; muscle spasm; nervous system function; solvent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"32","XS5G8ZEE","journalArticle",2019,"Cecchi, Nicholas J.; Oros, Theophil J.; Ringhofer, Justin J.; Monroe, Derek C.","Comparison of head impact attenuation capabilities between a standard American football helmet and novel protective equipment that couples a helmet and shoulder pads","Sports Engineering (Springer Science & Business Media B.V.)",NA,"13697072","",NA,"Concussive and subconcussive sports-related head impacts are common in the United States, particularly in American football. Football helmets are constantly improving upon their predecessors and are proven to reduce head impact kinematics and the risk of sports-related head injury. All football helmets are required to pass certification testing overseen by the National Operating Committee on Standards for Athletic Equipment (NOCSAE) before they are permitted for use. A new advance in protective equipment involves coupling a helmet and shoulder pads as one connected piece of protective equipment. These protective gears cannot be tested using the standard NOCSAE method as they are worn over a user's head, neck, and upper torso. We aimed to test the effectiveness of a prototype of a coupled, one-piece design, relative to a standard football helmet, using a custom drop tower method of testing. Relative to the standard football helmet, the coupled design reduced measures of peak linear acceleration at front, side, and rear impacts (p <.001) and peak rotational acceleration at all tested head locations (p <.004). The coupled design was also more effective than the standard helmet in attenuating the resultant upper neck force (p <.004) at all tested head impact locations and resultant upper neck moment at rear and side impact locations (p <.048). Future iterations of coupled, one-piece designs should use the results of this study to make improvements to the device, and further investigations on the effectiveness and safety implications of the protective gear are necessary. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:11:51","2020-05-20 00:11:51",NA,"N.PAG-N.PAG",NA,"3/4","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=138724177&site=ehost-live&scope=site","*FOOTBALL; UNITED States; Concussion; *ATHLETIC equipment; *FOOTBALL helmets; *HELMETS; *SAFETY hats; *SHOULDER; Head kinematics; Headgear; Helmet; LINEAR acceleration; Neck injury",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"33","VYBEAPHT","journalArticle",2019,"Watson, D.; Brickson, S.","Acute decreases in sleep duration predict in-season injuries in female youth soccer players: A 2-year prospective study","Pediatrics",NA,"1098-4275","10.1542/peds.144.2-MeetingAbstract.192",NA,"Purpose: Prior efforts to evaluate the effect of sleep on injury risk have been retrospective and failed to account for the potential confounding effects of training load. Therefore, the purpose of this study was to determine whether sleep duration is an independent predictor of in-season injury in female youth soccer players. Methods: Adolescent female soccer players (13-18 years) from a single club were monitored for 2 years of formal competition (96 weeks). Participants recorded prior night sleep duration every morning, training load (session-rating of perceived exertion), and time-loss injuries throughout the study period. Data were aggregated weekly and 2, 3, and 4 week rolling averages were calculated as well as an acute:chronic ratio (A:C; weekly divided by 4 week) for both sleep and training load. Separate multivariable Poisson regression models were used to predict the number of weekly injuries throughout the study period using 1, 2, 3, and 4 week sleep averages and A:C sleep ratio from the preceding week, while adjusting for training load over the same time frame as a covariate. Results: 97 injuries were recorded during the study period. Average sleep during the study period was 7.93 ± 0.7 hours. After controlling for training load, weekly injuries were not significantly predicted by the preceding 1 week (OR=1.10 [0.51-2.3], p=0.81), 2 week (OR=1.05 [0.41-2.6], p=0.91), 3 week (OR=1.30 [0.41-4.0], p=0.65), or 4 week (OR=1.51 [0.40-5.6], p=0.54) sleep duration. However, decreased A:C sleep ratio was a significant predictor of increased injury the following week (OR=0.77 [0.59-0.98], p=0.043). Conclusion: After controlling for training load, decreased weekly sleep duration relative to the prior month is a significant, independent predictor of increased injuries the following week. This suggests that relative sleep restriction may offer a more sensitive predictor of injury risk than acute or chronic sleep duration alone. Monitoring of sleep duration may allow for individualized intervention to reduce the risk of injuries in adolescent female athletes.","2019","2020-05-20 00:07:20","2020-05-20 00:07:20",NA,"",NA,"2","144",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase",NA,NA,NA,"; ","http://dx.doi.org/10.1542/peds.144.2-MeetingAbstract.192; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L630632264","adult; conference abstract; female; human; soccer player; injury; exercise; controlled study; major clinical study; prospective study; season; competition; adolescent; juvenile; night sleep; sleep time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
