"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UB32SAUH","journalArticle","2019","Maslennikov, Alexander; Soloviev, Mikhail; Vakalova, Lyudmila; Zaiko, Dmitriy; Dmitriev, Igor","Improvement of physical condition of football referees by athletics","Journal of Physical Education & Sport","","22478051","","","Athletics exercises, due to their accessibility and universality, are used in the training process in many sports. Athletics is used at training of football referees. At the same time, there is no methodological explanation for the effectiveness of using athletes' exercises for football referees. This was the actual research topic. The information on the topic that can be found in the scientific and methodological literature is not systematized and is fragmentary. However, it can form the basis for developing a modern methodology to define the physical preparedness of football referees. This was the basis for the purpose of the study, which is to develop an effective method of physical training for football referees using athletics. The theoretical review of the scientific and methodological literature, questionnaires, recording of load characteristics using the Polar M400 sports watch, timekeeping, pedagogical testing, and methods of mathematical statistics were used during the research. The principal method is observation and experiment. The status of the question of the physical training of football referees was determined to fulfill the research goal; the properties of motor activity of football referees of various qualifications are revealed. The paper developed and experimentally tested the effectiveness of physical athletics-based training methods for football referees. The practical and theoretical significance of the research is reflected in the results and conclusions of the work. The practical significance of the research is in the development of the physical athletics-based training method of football referees. The situational control standard for football referees has been prepared and tested to determine the degree of physical readiness, considering the specificity of their motor activity. The theoretical significance is in the following: - The specification and addition of the latest theoretical data, the characteristics of the professional activity of football referees; - The creation of theoretical provisions of the physical athletics-based training method of football referees; - A highly informative benchmark is recommended that include the individual and distinctive features of the motor activity of the referees. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:26:02","2020-05-20 00:26:02","","8-15","","","19","","","","","","","","","","","","","","","sph","","","","","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=135119756&site=ehost-live&scope=site","*PHYSICAL training & conditioning; Football; athletics; *FOOTBALL players; *PHYSICAL activity; *FOOTBALL referees; *ATHLETICS; football referees; means of athletics; physical training; standards of physical fitness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5C7WMTY","journalArticle","2019","Jiménez-Rubio, S.; Navandar, A.; Rivilla-García, J.; Paredes-Hernández, V.; Gómez-Ruano, M.","Improvements in Match-Related Physical Performance of Professional Soccer Players After the Application of an on-Field Training Program for Hamstring Injury Rehabilitation","Journal of sport rehabilitation","","1543-3072","10.1123/jsr.2019-0033","","CONTEXT: Although there are multiple, validated return-to-play programs following hamstring strain injuries, no studies have evaluated their changes in match performance parameters. OBJECTIVES: The aim of this study was twofold as follows: (1) to determine the changes in match-based physical performance parameters in professional soccer players before and after sustaining a hamstring strain injury and undergoing a soccer-specific rehabilitation program and (2) to observe the progress of these performance parameters 6 to 10 weeks after the player returned from injury. DESIGN: Prospective, quasi-experimental longitudinal study. SETTING: Soccer playing and training grounds. PARTICIPANTS: Nineteen players suffering a hamstring strain injury from 2 male professional teams playing in the Spanish professional football league (La Liga) were followed during the 2015-2016, 2016-2017, and 2017-2018 seasons. INTERVENTION: Participation in on-field training program following a hamstring injury. MAIN OUTCOME MEASURES: Match global positioning system data were collected in the following stages: prior to injury (PRE), after return to play (RTP), program, and 6 to 10 weeks following RTP (C2). Peak velocities and distances ran at sprint velocities showed most likely improvements in C2 versus PRE, and very likely improvements in RTP versus PRE. RESULTS: The distances ran at high and very high intensities, the average velocity, and work-to-rest ratio showed very likely improvements in C2 versus RTP and likely improvements in RTP versus PRE. Likely improvements were observed for all variables in C2 versus RTP. The authors' results showed an improvement of physical performance during competitive match after RTP, compared with PRE. There was a steady progression in the progress, and in 8 months following RTP, there was no injury reported in the players. CONCLUSIONS: The current findings may indicate that the hamstring muscle complex not only recovered completely from the injury but could also withstand a greater training and match load reducing the risk of reinjury.","2019","2020-05-20 00:26:05","2020-05-20 00:26:05","","1","","","","","","","","","","","","","English","","","","","Medline","","","","; ","http://dx.doi.org/10.1123/jsr.2019-0033; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L630416917","adult; human; male; article; football; soccer player; injury; controlled study; prospective study; season; physical performance; training; velocity; longitudinal study; global positioning system; biceps femoris muscle; disease course","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46IYBE2P","journalArticle","2019","Badenhorst, M.; Verhagen, E.; Lambert, M. I.; van Mechelen, W.; Brown, J. C.","'In a blink of an eye your life can change': experiences of players sustaining a rugby-related acute spinal cord injury","Injury prevention : journal of the International Society for Child and Adolescent Injury Prevention","","1475-5785","10.1136/injuryprev-2018-042871","","BACKGROUND: Though rare, rugby union carries a risk for serious injuries such as acute spinal cord injuries (ASCI), which may result in permanent disability. Various studies have investigated injury mechanisms, prevention programmes and immediate medical management of these injuries. However, relatively scant attention has been placed on the player's experience of such an injury and the importance of context. AIM: The aim of this study was to explore the injury experience and its related context, as perceived by the catastrophically injured player. METHODS: A qualitative approach was followed to explore the immediate, postevent injury experience. Semi-structured interviews were conducted with 48 (n=48) players who had sustained a rugby-related ASCI. RESULTS: Four themes were derived from the data. Participants described the context around the injury incident, which may be valuable to help understand the mechanism of injury and potentially minimise risk. Participants also described certain contributing factors to their injury, which included descriptions of foul play and aggression, unaccustomed playing positions, pressure to perform and unpreparedness. The physical experience included signs and symptoms of ASCI that is important to recognise by first aiders, fellow teammates, coaches and referees. Lastly, participants described the emotional experience which has implications for all ASCI first responders. SIGNIFICANCE: All rugby stakeholders, including players, first responders, coaches and referees, may gain valuable information from the experiences of players who have sustained these injuries. This information is also relevant for rugby safety initiatives in shaping education and awareness interventions.","2019","2020-05-20 00:26:06","2020-05-20 00:26:06","","313-320","","4","25","","","","","","","","","","English","","","","","Medline","","","","; ","http://dx.doi.org/10.1136/injuryprev-2018-042871; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L628819799","adult; human; male; football; sport injury; injury; pathophysiology; spinal cord injury; adolescent; young adult; risk factor; middle aged; aged; qualitative research; aggression; disabled person; life event","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6AI5WYU4","journalArticle","2019","Hecimovich, M.; King, D.; Dempsey, A.; Gittins, M.; Murphy, M.","In situ use of the King-Devick eye tracking test and changes seen with sport-related concussion: saccadic and blinks counts","Physician and Sportsmedicine","","2326-3660 0091-3847","10.1080/00913847.2018.1525261","","Objectives: Sport-related concussion (SRC) can result in impaired oculomotor function. Oculomotor performance, measured utilizing the King-Devick/Eye Tracking test (K-D/ET), is reported to be able to identify sub-optimal brain function. The objectives of the study were to determine the diagnostic accuracy of the K-D/ET in identifying SRC occurring from game participation and to perform a comparative analysis on saccade and blink counts for each K-D card individually and total counts between baseline and post-concussion. Methods: Nineteen male Australian Football players were assessed on the K-D/ET test. Those suspected of having SRC secondary to a head impact were also tested. Results: Participants recorded a slower time on the third (20.2 ± 4.6 s) screen when compared with the first (p = 0.0424) and second (p = 0.0150) screens. The number of blinks was higher on the third (2.9 ± 2.9) when compared with the second (p = 0.0057) screen. There was decrease of the K-D/ET total times between pre- and post-game (p = 0.1769). Participants who sustained a head impact recorded slower mean total K-D time (p = 0.7322), fewer mean total saccades (p = 0.0112), and more mean blinks (p = 0.8678) compared with their baseline scores. The assessment of blinks was the most sensitive measure for potential SRC (0.67). The K-D/ET duration was the most specific measure for potential SRC (0.88). An increase in the number of blinks had a fair specificity of 0.69. Conclusion: The rapid number-naming component of the K-D test is an assessment tool which quantifies impairment to oculomotor function and has been validated as a diagnostic tool for SRC. The clinical usefulness of the eye tracking component of the K-D/ET test is that it may be an effective method to assess concussions with the eye tracking component serving as a measure of progression and return to play. However, more research is required at the adult and youth level.","2019","2020-05-20 00:26:08","2020-05-20 00:26:08","","78-84","","1","47","","","","","","","","","","English","","","","","Embase Medline","","","","; ","http://dx.doi.org/10.1080/00913847.2018.1525261; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L624061973","human; male; article; sport injury; clinical article; observational study; prospective study; return to sport; adolescent; cohort analysis; concussion; head injury; predictive value; diagnostic test accuracy study; sensitivity and specificity; traumatic brain injury; task performance; test retest reliability; eye tracking; diagnostic accuracy; electrooculogram; eye movement control; eye movement monitor; eyelid reflex; king devick eye tracking test; oculography; ophthalmological diagnostic device; saccadic eye movement; visual system examination; VT3 Mini","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VEGHAGQX","journalArticle","2019","Hostrup, M.; Gunnarsson, T. P.; Fiorenza, M.; Mørch, K.; Onslev, J.; Pedersen, K. M.; Bangsbo, J.","In-season adaptations to intense intermittent training and sprint interval training in sub-elite football players","Scandinavian journal of medicine & science in sports","","1600-0838","10.1111/sms.13395","","This study investigated the in-season effect of intensified training comparing the efficacy of duration-matched intense intermittent exercise training with sprint interval training in increasing intermittent running performance, sprint ability, and muscle content of proteins related to ion handling and metabolism in football players. After the first two weeks in the season, 22 sub-elite football players completed either 10 weeks of intense intermittent training using the 10-20-30 training concept (10-20-30, n = 12) or sprint interval training (SIT, n = 10; work/rest ratio: 6-s/54-s) three times weekly, with a ~20% reduction in weekly training time. Before and after the intervention, players performed a Yo-Yo intermittent recovery test level 1 (Yo-Yo IR1) and a 30-m sprint test. Furthermore, players had a muscle biopsy taken from the vastus lateralis. Yo-Yo IR1 performance increased by 330 m (95%CI: 178-482, P ≤ 0.01) in 10-20-30, whereas no change was observed in SIT. Sprint time did not change in 10-20-30 but decreased by 0.04 second (95%CI: 0.00-0.09, P ≤ 0.05) in SIT. Muscle content of HADHA (24%, P ≤ 0.01), PDH-E1α (40%, P ≤ 0.01), complex I-V of the electron transport chain (ETC) (51%, P ≤ 0.01) and Na+ , K+ -ATPase subunits α2 (33%, P ≤ 0.05) and β1 (27%, P ≤ 0.05) increased in 10-20-30, whereas content of DHPR (27%, P ≤ 0.01) and complex I-V of the ETC (31%, P ≤ 0.05) increased in SIT. Intense intermittent training, combining short sprints and a high aerobic load, is superior to regular sprint interval training in increasing intense intermittent running performance during a Yo-Yo IR1 test and muscle content of PDH-E1α and HADHA in sub-elite football players.","2019","2020-05-20 00:26:10","2020-05-20 00:26:10","","669-677","","5","29","","","","","","","","","","English","","","","","Medline","","","","; ","http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L627312007; http://dx.doi.org/10.1111/sms.13395","adult; human; soccer; controlled study; athlete; young adult; physiology; running; randomized controlled trial; procedures; high intensity interval training; athletic performance; quadriceps femoris muscle; adaptation; muscle protein; myosin heavy chain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D23FFG5K","journalArticle","2019","Oliveira, R.; Brito, J. P.; Martins, A.; Mendes, B.; Marinho, D. A.; Ferraz, R.; Marques, M. C.","In-season internal and external training load quantification of an elite European soccer team","PLoS ONE","","1932-6203","10.1371/journal.pone.0209393","","Elite soccer teams that participate in European competitions need to have players in the best physical and psychological status possible to play matches. As a consequence of congestive schedule, controlling the training load (TL) and thus the level of effort and fatigue of players to reach higher performances during the matches is therefore critical. Therefore, the aim of the current study was to provide the first report of seasonal internal and external training load that included Hooper Index (HI) scores in elite soccer players during an in-season period. Nineteen elite soccer players were sampled, using global position system to collect total distance, high-speed distance (HSD) and average speed (AvS). It was also collected session rating of perceived exertion (s-RPE) and HI scores during the daily training sessions throughout the 2015-2016 in-season period. Data were analysed across ten mesocycles (M: 1 to 10) and collected according to the number of days prior to a one-match week. Total daily distance covered was higher at the start (M1 and M3) compared to the final mesocycle (M10) of the season. M1 (5589m) reached a greater distance than M5 (4473m) (ES = 9.33 [12.70, 5.95]) and M10 (4545m) (ES = 9.84 [13.39, 6.29]). M3 (5691m) reached a greater distance than M5 (ES = 9.07 [12.36, 5.78]), M7 (ES = 6.13 [8.48, 3.79]) and M10 (ES = 9.37 [12.76, 5.98]). High-speed running distance was greater in M1 (227m), than M5 (92m) (ES = 27.95 [37.68, 18.22]) and M10 (138m) (ES = 8.46 [11.55, 5.37]). Interestingly, the s-RPE response was higher in M1 (331au) in comparison to the last mesocycle (M10, 239au). HI showed minor variations across mesocycles and in days prior to the match. Every day prior to a match, all internal and external TL variables expressed significant lower values to other days prior to a match (p<0.01). In general, there were no differences between player positions. Conclusions: Our results reveal that despite the existence of some significant differences between mesocycles, there were minor changes across the in-season period for the internal and external TL variables used. Furthermore, it was observed that MD-1 presented areduction of external TL (regardless of mesocycle) while internal TL variables did not have the same record during in-season match-day-minus.","2019","2020-05-20 00:26:12","2020-05-20 00:26:12","","","","4","14","","","","","","","","","","English","","","","","Embase Medline","","","","; ","http://dx.doi.org/10.1371/journal.pone.0209393; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2001862743","adult; human; human experiment; article; soccer player; exercise; workload; competition; running; velocity; fatigue; exercise test; athletic performance; global positioning system; statistical significance; European","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X72KEE3L","journalArticle","2019","Oliveira, R.; Brito, J.; Martins, A.; Mendes, B.; Calvete, F.; Carriço, S.; Ferraz, R.; Marques, M. C.","In-season training load quantification of one-, two- and three-game week schedules in a top European professional soccer team","Physiology and Behavior","","1873-507X 0031-9384","10.1016/j.physbeh.2018.11.036","","Top European soccer teams that play in UEFA competitions often participate in one, two- or three-games per week. Therefore, it is necessary to ensure optimal match-day performance and full recovery. The aim of this study was to quantify internal and external training load (TL) within five microcycles: M1 and M2 – one-game weeks; M3 and M4 – two-game weeks; M5 – three-game week). Thirteen elite soccer players participated in this study. A global positioning system (GPS) was used to measure the total distance covered and distances of different exercise training zones (1–5), the session ratings of perceived exertion (s-RPE) scores and the amount of creatine kinase (CK) created during daily training sessions for the 2015–2016 in-season period. The data were analysed with respect to the number of days prior to a given match. The main results indicate that there was a significant difference in training intensity for zone 1 between M2 and M4 (4010.2 ± 103.5 and 4507.6 ± 133.0 m, respectively); a significant difference in training intensity for zone 3 between M1 and M5 (686.1 ± 42.8 and 801.2 ± 61.2 m, respectively); a significant difference in the duration of the training sessions and matches between M2 and M5 (69.2 ± 2.1 and 79.6 ± 2.3) and M3 and M5 (69.7 ± 1.0 and 79.6 ± 2.3); and finally, there was a significant difference in CK between M3 and M2 (325.5 ± 155.0 and 194.4 ± 48.9). Moreover, there was a significant decrease in TL in the last day prior to a match, for all microcycles and all variables. There was no significant difference with respect to s-RPE. This study provides the first report of daily external and internal TLs and weekly accumulated load (training sessions and match demands) during one, two, and three-game week schedules in a group of elite soccer players. Expected significant differences are found in daily and accumulated loads for within- and between-game schedules. A similar pattern is exhibited for one- and two-game week microcycles regarding the day before the match, which exhibits a decrease in all variables. Despite the different number of games played per week, TL remain similar between microcycles for zone 2 and 5, plus s-RPE.","2019","2020-05-20 00:26:13","2020-05-20 00:26:13","","146-156","","","201","","","","","","","","","","English","","","","","Embase Medline","","","","; ","http://dx.doi.org/10.1016/j.physbeh.2018.11.036; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2001448209","adult; human; human experiment; male; article; soccer; soccer player; exercise; priority journal; training; longitudinal study; normal human; global positioning system; creatine kinase; quantitative analysis; game; European","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TF9UML7U","journalArticle","2019","Urban, J. E.; Kelley, M. E.; Espeland, M. A.; Davenport, E. M.; Whitlow, C. T.; Powers, A. K.; Maldjian, J. A.; Stitzel, J. D.","In-Season Variations in Head Impact Exposure among Youth Football Players","Journal of Neurotrauma","","1557-9042 0897-7151","10.1089/neu.2018.5699","","Head impact exposure (HIE) is often summarized by the total exposure measured during the season and does not indicate how the exposure was accumulated, or how it varied during the season. Therefore, the objective of this study was to compare HIE during pre-season, the first and second halves of the regular season, and playoffs in a sample of youth football players (n = 119, aged 9-13 years). Athletes were divided into one of four exposure groups based on quartiles computed from the distribution of risk-weighted cumulative exposure (RWECP). Mean impacts per session and mean 95th percentile linear and rotational acceleration in practices and games were compared across the four exposure groups and time frames using mixed effects models. Within games, the mean 95th percentile accelerations for the entire sample ranged from 47.2g and 2331.3 rad/sec2 during pre-season to 52.1g and 2533.4 rad/sec2 during the second half of regular season. Mean impacts per practice increased from pre-season to the second half of regular season and declined into playoffs among all exposure groups; however, the variation between time frames was not greater than two impacts per practice. Time of season had a significant relationship with mean 95th percentile linear and rotational acceleration in games (both, p = 0.01) but not with practice accelerations or impacts per session. The in-practice mean levels of 95th percentile linear and rotational acceleration remained fairly constant across the four time frames, but in games these changed over time depending on exposure group (interactions, p ≤ 0.05). The results of this study improve our understanding of in-season variations in HIE in youth football and may inform important opportunities for future interventions.","2019","2020-05-20 00:26:14","2020-05-20 00:26:14","","275-281","","2","36","","","","","","","","","","English","","","","","Embase Medline","","","","; ","http://dx.doi.org/10.1089/neu.2018.5699; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L625792781","football player; human; article; acceleration; biomechanics; controlled study; major clinical study; season; juvenile; child; school child; group dynamics; head","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZTLZKGQF","journalArticle","2019","Ma, R.; Lopez, V.; Victoria, C.; Weinstein, M.; Youseff, M.; Adieb, M.; Allen, A.","The Incidence and Nature of Ankle Injuries in U.S. Rugby-7s","Journal of Science and Medicine in Sport","","1878-1861 1440-2440","10.1016/j.jsams.2019.08.273","","Purpose: Rugby-7s is a growing popular format of Rugby being played among amateur populations within the U.S. Given its relative open and fast-paced format of play relative to Rugby-15s, lower extremity injuries including ankle injuries resulting from both contact and noncontact mechanism occur with relative frequency. The aim of this study was to determine the incidence and nature of match ankle injuries in amateur U.S. Rugby-7s. Methods: This was a prospective epidemiology study of players at USA Rugby Club 7-a-side competitive regional circuits and USA Rugby-7s Championships (2010–2016). Match injury data and mechanisms were captured via the Rugby Injury Survey & Evaluation (RISE) Report. Incidence (per 1000 ph), proportion (%), and severity of injuries (days, d) were determined. Comparative analysis were performed with statistical significance set a p < 0.05. Results: Overall match ankle injuries were found at 9.9/1000 ph (n = 313) (time-loss 2.5/1000 ph, n = 78; medical attention 7.4/1000 ph, n = 235; p < 0.001). Females (3.5/1000 ph; 12.3%; n = 112) encountered fewer overall ankle injuries than males (7.6/1000 ph; 10.8%; n = 239; p < 0.001). Backs (59 %) were responsible for a greater proportion of ankle injuries than forwards (35 %). The overall mean ankle injury severity was 41.5 days (CI: 24.4-58.6) with 68% follow-up. The greatest severity for ankle injuries were among the College level competitors (105.6 d, P = 0.006). The majority of ankle injuries occurred during the tackle (61%, 5.2/1000 ph) and open play (29%, 2.5/1000 ph). In terms of mechanism of time-loss ankle injuries, direct-contact mechanisms resulted in 68% (1.7/1000 ph) of time-loss ankle injuries versus non-contact mechanisms (32%; 0.8/1000 ph; p = 0.002). The severity of contact versus non-contact ankle injuries did not differ (contact: 43.1 d; noncontact: 38.0 d). Most time-loss ankle injuries within the study period were new injuries (71.8 %) compared to recurrent time-loss ankle injuries (28.2 %). Recurrent ankle injuries occurred more frequently at greater-than-12-months (delayed recurrence: 12.8 %) followed by 2-month (early recurrence: 10.3 %) and 2-12 months (late recurrence: 5.1 %). Conclusions: Ankle injuries occur frequently among collision sports. Our amateur U.S. Rugby-7s population ankle injury rates (2.5/1000 ph) were lower than the incidence reported for International elite Rugby-7s play (time-loss: 7.1-25/1000 ph). The proportion of recurrent ankle injuries, particularly the early recurrence injuries, highlights the importance of post-tournament medical care and proper return to play protocols to minimize early ankle re-injury. Appropriate proprioception and agility training awareness would also benefit the U.S. population, particularly given the high proportion of recurrent ankle injuries that occurred in a delayed fashion.","2019","2020-05-20 00:26:17","2020-05-20 00:26:17","","S67","","","22","","","","","","","","","","English","","","","","Embase","","","","; ","http://dx.doi.org/10.1016/j.jsams.2019.08.273; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2002914872","adult; conference abstract; human; rugby; controlled study; incidence; major clinical study; prospective study; follow up; agility; proprioception; awareness; injury severity; statistical significance; medical care; ankle injury; relapse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SNR875ZK","journalArticle","2019","Breitbart, P.; Meister, S.; Meyer, T.; Gärtner, B. C.","Incidence and Prevalence of Borrelia burgdorferi Antibodies in Male Professional Football Players","Clinical journal of sport medicine : official journal of the Canadian Academy of Sport Medicine","","1536-3724","10.1097/JSM.0000000000000758","","OBJECTIVE: Infections with Borrelia burgdorferi can cause Lyme disease with multiorganic involvement such as (myo)carditis or joint manifestations. Musculoskeletal complaints possibly mimicking some of these symptoms are common among elite athletes. This study aimed to determine seroprevalence and incidence of B. burgdorferi antibodies in professional football players. DESIGN: Prospective observational study. SETTING: Healthy professional football players. PARTICIPANTS: Five hundred thirty-five men in the first and second German league. INTERVENTIONS: Two screening assays were used to examine immunoglobulin M (IgM) and immunoglobulin G (IgG) against B. burgdorferi: an enzyme immunoassay (EIA) and a chemiluminescence assay (CLIA). In case of a positive or equivocal result, an immunoblot including in vivo antigens was performed. MAIN OUTCOME MEASURES: Course of IgM and IgG against B. burgdorferi in overall 1529 blood samples. RESULTS: A total of 96.4% of all results were concordant between EIA and CLIA. Considering only samples with identical results in both assays, prevalence was 1.6%. A positive IgM was detected in 2.3%. No player showed any symptoms of Lyme disease. A seroconversion to IgG was not found. Three players developed a positive IgM corresponding to an incidence of 1032/100 000 person-years. Depending on the assay, 49% to 75% of positive or equivocal screening results could not be confirmed by immunoblot. CONCLUSIONS: Seroprevalence and incidence of B. burgdorferi among healthy male professional football players are low. Therefore, infections with B. burgdorferi have to be regarded a rare differential diagnosis in professional football in Central Europe. The low confirmation rate of positive screening assays points to an unspecific immune activation.","2019","2020-05-20 00:26:18","2020-05-20 00:26:18","","","","","","","","","","","","","","","English","","","","","Medline","","","","; ","http://dx.doi.org/10.1097/JSM.0000000000000758; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L628516065","adult; football player; human; male; article; observational study; controlled study; incidence; major clinical study; prospective study; arthropathy; endogenous compound; Europe; differential diagnosis; screening test; antigen; carditis; chemoluminescence; enzyme immunoassay; immunoblotting; immunoglobulin G; immunoglobulin M; Lyme disease; seroconversion; seroprevalence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RGTGKBL2","journalArticle","2019","Tsushima, W. T.; Siu, A. M.; Ahn, H. J.; Chang, B. L.; Murata, N. M.","Incidence and Risk of Concussions in Youth Athletes: Comparisons of Age, Sex, Concussion History, Sport, and Football Position","Archives of clinical neuropsychology : the official journal of the National Academy of Neuropsychologists","","1873-5843","10.1093/arclin/acy019","","Objective: This study was designed to determine concussion incidence, risk, and relative risk among middle and high school athletes participating in various sports. Method: Data were retrospectively obtained from 10,334 athletes of 12 different sports in Hawaii. In addition to determining the overall concussion incidence, comparisons of incidence, risk, and relative risk were made according to age, sex, concussion history, sport, and football position. Results: The overall incidence of concussion among youth athletes was 1,250 (12.1%). The relative risk for a concussion was almost two times greater in 18-year olds than in 13-year-old athletes. In comparable sports, girls had a 1.5 times higher concussion risk than boys. Athletes with a prior concussion had 3-5 times greater risk to sustain a concussion than those with no history of a concussion. Among varied sports, wrestling and martial arts had the highest relative risk of a concussion, followed by cheerleading, football, and track and field. No differences in concussion risks were found among the football players in different positions. Conclusions: Older youths, females, those with a history of concussion, and those participating in high contact sports were found to have higher risks of sustaining a concussion. The findings increase awareness of concussion patterns in young athletes and raise concerns regarding protective strategies and concussion management in youth sports.","2019","2020-05-20 00:26:19","2020-05-20 00:26:19","","60-69","","1","34","","","","","","","","","","English","","","","","Medline","","","","; ","http://dx.doi.org/10.1093/arclin/acy019; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L626227516","female; human; male; football; sport injury; brain concussion; incidence; sport; adolescent; risk; athlete; retrospective study; age; sex factor; complication; neuropsychological test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRBHWGQ4","journalArticle","2019","Meyers, M. C.","Incidence of game-related, high school football lower extremity and surface impact trauma requiring elective imaging and surgery across artificial turf systems of various infill Weight","Orthopaedic Journal of Sports Medicine","","2325-9671","10.1177/2325967119S00411","","Objectives: Artificial turf surfaces are developed to duplicate playing characteristics of natural grass. With the newer generations of sand and rubber infill systems, infill weight is a common component that varies between fields. With the increasing concerns of rising medical costs, the potential for long-term articular changes, and perceived higher incidence of articular trauma while playing on artificial turf, infill weight could be a critical factor that could influence sport trauma and subsequent elective medical decisions. Therefore, this study quantified the incidence of game-related, high school football lower extremity and surface impact trauma requiring elective medical procedures across artificial turf systems of various infill weight. Methods: Artificial turf systems were divided into two sand/rubber infill weight groups by lbs per square foot: 6.0 to ≥9.0, and 0.0-5.9. Fifty-seven high schools participated across four states over 5 seasons. Outcomes of interest included elective medical procedures by injury category (player-turf surface impact trauma, trauma from shoe:surface interaction during physical collision/contact, trauma from shoe:surface interaction during physical noncontact). Data were subject to multivariate analyses of variance (MANOVA) and Wilks' λ criteria using general linear model procedures. Results: Of 1,837 games documented, 1,049 games were played on 6.0 to ≥9.0 lbs infill/sq. ft, and 788 on 0.0-5.9 lbs infill/sq. ft, with 4,655 total injuries reported. MANOVA indicated a significant main effect across elective medical procedures by injury category (F3,3977 = 16.574; P < .0001). Post hoc analyses indicated significantly lower injury incidence rates (IIR per 10 game season) requiring radiography and MRI procedures following player-turf surface impact trauma [1.7, (95% CI, 1.5-1.9) vs 3.2 (2.9-3.5); P = .001], trauma from shoe:surface interaction during physical collision/contact [2.4, (95% CI, 2.1-2.6) vs 3.2 (2.9-3.5); P = .001], and trauma from shoe:surface interaction during physical noncontact [0.4, (95% CI, 0.3-0.5) vs 0.7 (0.5-0.9); P = .01], while competing on the 6 to ≥9.0 lbs infill/sq. ft when compared to the lighter infill weight systems, respectively. No significant differences in surgical procedures by injury category were observed between infill weight. Conclusion: As the artificial infill surface weight decreased, the incidence of game-related, high school football lower extremity and surface impact trauma, and subsequent elective medical procedures significantly increased. Based on findings, high school football fields should minimally contain 6.0 to ≥9.0 lbs infill/sq. ft. This is the first longitudinal study to investigate the influence of artificial infill weight influence on high school sport trauma and elective medical decisions.","2019","2020-05-20 00:26:21","2020-05-20 00:26:21","","","","7","7","","","","","","","","","","English","","","","","Embase","","","","; ","http://dx.doi.org/10.1177/2325967119S00411; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L629238934","conference abstract; human; football; sport injury; nuclear magnetic resonance imaging; controlled study; incidence; season; high school; longitudinal study; surgical technique; post hoc analysis; body weight loss; foot; multivariate analysis of variance; joint injury; radiography; rubber","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
